index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
131,11,11,36.73197,Inf,Inf,49.88598,0.5615092,1.637,0,Inf,Inf,0,Inf,Inf,48.97467,Inf,Inf,0,Inf,Inf,48.97467,Inf,Inf
132,11,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
133,12,1,59.68483,0.3990978,1.476,59.59559,0.4000751,1.475,59.73055,0.3985994,1.477,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475
134,12,2,59.68483,0.3990978,1.476,59.59559,0.4000751,1.475,59.73055,0.3985994,1.477,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475,59.70783,0.3988469,1.476,59.64837,0.3994964,1.475
135,12,3,55.22126,Inf,Inf,41.21944,Inf,Inf,56.07039,Inf,Inf,59.71127,0.3988093,1.476,46.08375,0.6797434,1.756,59.71127,0.3988093,1.476,46.08375,0.6797434,1.756
136,12,4,47.17183,Inf,Inf,0,Inf,Inf,57.68319,Inf,Inf,59.71449,0.3987742,1.476,0,Inf,Inf,59.71449,0.3987742,1.476,0,Inf,Inf
137,12,5,41.27411,Inf,Inf,55.92349,0.4463464,1.521,55.28173,0.455873,1.535,46.04529,Inf,Inf,46.9966,Inf,Inf,46.04529,Inf,Inf,46.9966,Inf,Inf
138,12,6,0,Inf,Inf,57.5063,0.4248291,1.5,47.2271,Inf,Inf,0,Inf,Inf,42.10358,Inf,Inf,0,Inf,Inf,42.10358,Inf,Inf
139,12,7,56.01104,Inf,Inf,55.24663,Inf,Inf,41.24483,Inf,Inf,46.96755,0.6475413,1.726,59.64493,0.399534,1.475,46.96755,0.6475413,1.726,59.64493,0.399534,1.475
140,12,8,57.7147,Inf,Inf,47.19713,Inf,Inf,0,Inf,Inf,41.98754,Inf,Inf,59.64171,0.3995693,1.475,41.98754,Inf,Inf,59.64171,0.3995693,1.475
141,12,9,0,Inf,Inf,39.01219,Inf,Inf,52.99114,0.4944208,1.574,41.43008,Inf,Inf,0,Inf,Inf,41.43008,Inf,Inf,0,Inf,Inf
142,12,10,53.02777,0.4937412,1.57,0,Inf,Inf,38.97242,Inf,Inf,52.02434,Inf,Inf,41.45708,Inf,Inf,52.02434,Inf,Inf,41.45708,Inf,Inf
143,12,11,38.99536,Inf,Inf,52.86251,0.4968251,1.572,0,Inf,Inf,0,Inf,Inf,51.95035,Inf,Inf,0,Inf,Inf,51.95035,Inf,Inf
144,12,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
145,13,1,62.17618,0.6414487,1.719,62.10864,0.6431294,1.719,62.23964,0.6398782,1.719,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715
146,13,2,62.17618,0.6414487,1.719,62.10864,0.6431294,1.719,62.23964,0.6398782,1.719,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715,62.20253,0.6407955,1.719,62.2545,0.6395115,1.715
147,13,3,57.77226,Inf,Inf,43.84783,Inf,Inf,58.54509,Inf,Inf,62.2062,0.6407046,1.719,48.52745,1.373371,2.451,62.2062,0.6407046,1.719,48.52745,1.373371,2.451
148,13,4,49.35215,Inf,Inf,0,Inf,Inf,60.1259,Inf,Inf,62.20977,0.6406162,1.719,0,Inf,Inf,62.20977,0.6406162,1.719,0,Inf,Inf
149,13,5,43.75428,Inf,Inf,58.43628,0.7513724,1.827,57.72751,0.7768532,1.857,48.49874,Inf,Inf,49.45689,Inf,Inf,48.49874,Inf,Inf,49.45689,Inf,Inf
150,13,6,0,Inf,Inf,60.36107,0.690201,1.77,49.37524,Inf,Inf,0,Inf,Inf,44.14649,Inf,Inf,0,Inf,Inf,44.14649,Inf,Inf
151,13,7,58.5898,Inf,Inf,57.69976,Inf,Inf,43.74797,Inf,Inf,49.43661,1.27999,2.359,62.25083,0.6396021,1.715,49.43661,1.27999,2.359,62.25083,0.6396021,1.715
152,13,8,60.15731,Inf,Inf,49.3665,Inf,Inf,0,Inf,Inf,44.28775,Inf,Inf,62.24725,0.6396902,1.715,44.28775,Inf,Inf,62.24725,0.6396902,1.715
153,13,9,0,Inf,Inf,41.31606,Inf,Inf,55.50603,0.8694986,1.95,43.67715,Inf,Inf,0,Inf,Inf,43.67715,Inf,Inf,0,Inf,Inf
154,13,10,55.54248,0.8678003,1.945,0,Inf,Inf,41.28159,Inf,Inf,54.50369,Inf,Inf,43.69178,Inf,Inf,54.50369,Inf,Inf,43.69178,Inf,Inf
155,13,11,41.22663,Inf,Inf,55.46041,0.871634,1.948,0,Inf,Inf,0,Inf,Inf,54.46821,Inf,Inf,0,Inf,Inf,54.46821,Inf,Inf
156,13,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
157,14,1,66.44853,1.033022,2.111,66.37707,1.036652,2.113,66.39604,1.035686,2.116,66.3737,1.036824,2.116,66.42056,1.03444,2.111,66.3737,1.036824,2.116,66.42056,1.03444,2.111
158,14,2,66.44853,1.033022,2.111,66.37707,1.036652,2.113,66.39604,1.035686,2.116,66.3737,1.036824,2.116,66.42056,1.03444,2.111,66.3737,1.036824,2.116,66.42056,1.03444,2.111
159,14,3,61.88849,Inf,Inf,48.12203,Inf,Inf,62.74937,Inf,Inf,66.3777,1.03662,2.116,52.95622,2.608708,3.692,66.3777,1.03662,2.116,52.95622,2.608708,3.692
160,14,4,53.30246,Inf,Inf,0,Inf,Inf,64.26429,Inf,Inf,66.38184,1.036409,2.116,0,Inf,Inf,66.38184,1.036409,2.116,0,Inf,Inf
161,14,5,48.19963,Inf,Inf,63.04173,1.23728,2.318,61.85386,1.326799,2.408,52.90812,Inf,Inf,53.99731,Inf,Inf,52.90812,Inf,Inf,53.99731,Inf,Inf
162,14,6,0,Inf,Inf,64.41575,1.146571,2.228,53.11279,2.570419,3.653,0,Inf,Inf,47.90487,Inf,Inf,0,Inf,Inf,47.90487,Inf,Inf
163,14,7,62.78889,Inf,Inf,61.92312,Inf,Inf,48.16258,Inf,Inf,54.03125,2.362677,3.447,66.41657,1.034643,2.111,54.03125,2.362677,3.447,66.41657,1.034643,2.111
164,14,8,64.28229,Inf,Inf,53.33288,Inf,Inf,0,Inf,Inf,47.71051,Inf,Inf,66.41242,1.034854,2.111,47.71051,Inf,Inf,66.41242,1.034854,2.111
165,14,9,0,Inf,Inf,44.84077,6.924517,8.016,59.81527,1.510187,2.592,47.58177,Inf,Inf,0,Inf,Inf,47.58177,Inf,Inf,0,Inf,Inf
166,14,10,59.83833,1.507868,2.586,0,Inf,Inf,44.87082,6.893119,7.983,58.76377,Inf,Inf,47.61579,Inf,Inf,58.76377,Inf,Inf,47.61579,Inf,Inf
167,14,11,44.84841,6.916513,8.01,60.06898,1.485007,2.567,0,Inf,Inf,0,Inf,Inf,59.04216,Inf,Inf,0,Inf,Inf,59.04216,Inf,Inf
168,14,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
